length_url,length_hostname,ip,nb_dots,nb_hyphens,nb_at,nb_qm,nb_and,nb_eq,nb_underscore,nb_percent,nb_slash,nb_colon,nb_semicolumn,nb_space,nb_www,nb_com,http_in_path,https_token,ratio_digits_url,ratio_digits_host,tld_in_path,tld_in_subdomain,abnormal_subdomain,nb_subdomains,prefix_suffix,random_domain,shortening_service,nb_redirection,length_words_raw,char_repeat,shortest_words_raw,shortest_word_host,shortest_word_path,longest_words_raw,longest_word_host,longest_word_path,avg_words_raw,avg_word_host,avg_word_path,phish_hints,domain_in_brand,suspecious_tld,statistical_report,nb_hyperlinks,ratio_intHyperlinks,ratio_extHyperlinks,nb_extCSS,ratio_extRedirection,ratio_extErrors,login_form,external_favicon,links_in_tags,ratio_intMedia,ratio_extMedia,safe_anchor,empty_title,domain_in_title,domain_with_copyright,whois_registered_domain,domain_registration_length,domain_age,web_traffic,dns_record,google_index,page_rank,label
28,20.0,0,2,0,0,0,0,0,0,0.0,3,1,0,0,1,0,0,1,0.0,0.0,0,0,0,2,0,0,0,1,2,3,3,3,0,13,13,0,8.0,8.0,0.0,0,0,0,0,59,0.576271186,0.423728814,1,0.32,0.28,0,1,50.0,0.0,100.0,69.76744186,0,1,1,0,305.0,-1.0,494317.0,0,0,2,0
29,21.0,0,2,1,0,0,0,0,0,0.0,3,1,0,0,1,0,0,1,0.0,0.0,0,0,0,2,1,0,0,1,3,3,3,3,0,7,7,0,5.0,5.0,0.0,0,0,0,0,71,0.943661972,0.056338028,0,0.75,0.25,0,0,100.0,95.65217391,4.347826087,25.0,0,1,1,0,731.0,2920.0,0.0,0,0,4,0
58,25.0,0,2,2,0,0,0,0,0,0.0,4,1,0,0,1,0,0,1,0.0,0.0,0,0,0,2,0,0,0,2,6,3,3,3,3,17,17,7,7.0,10.0,5.5,0,0,0,0,258,0.100775194,0.899224806,9,0.064655172,0.025862069,1,1,11.53846154,0.0,100.0,3.797468354,0,1,0,0,194.0,3094.0,0.0,0,1,3,0
124,18.0,0,3,8,0,0,0,0,0,0.0,7,1,0,0,0,0,0,0,0.0,0.0,0,0,0,3,0,0,0,1,16,0,2,6,2,12,7,12,6.0625,6.5,6.0,0,0,0,0,96,0.875,0.125,0,0.0,0.333333333,0,0,94.11764706,50.0,50.0,47.36842105,0,0,0,0,360.0,9501.0,2052.0,0,1,6,0
39,32.0,0,2,0,0,0,0,0,0,0.0,2,1,0,0,0,0,0,1,0.0,0.0,0,0,0,2,0,0,1,0,2,0,8,8,0,19,19,0,13.5,13.5,0.0,0,1,0,0,161,0.7018633540000001,0.298136646,3,0.1875,0.020833333,0,1,0.0,0.0,100.0,88.33333333,0,1,1,0,371.0,7298.0,0.0,0,0,5,0
30,23.0,0,2,0,0,0,0,0,0,0.0,2,1,0,0,0,0,0,1,0.1,0.130434783,0,0,0,2,0,0,1,1,2,1,8,8,0,10,10,0,9.0,9.0,0.0,0,1,0,0,14,0.071428571,0.928571429,0,0.230769231,0.0,0,1,0.0,0.0,0.0,14.28571429,0,1,0,0,374.0,7295.0,0.0,0,1,5,1
70,18.0,0,1,6,0,0,0,0,0,0.0,4,1,0,0,0,1,0,1,0.0,0.0,0,0,0,1,1,0,0,1,9,0,2,3,2,10,10,10,5.666666667,6.5,5.428571429,0,0,0,0,85,0.988235294,0.011764706,0,0.0,0.7536537800299961,0,0,100.0,0.0,100.0,100.0,0,1,1,0,259.0,1933.0,0.0,0,0,0,1
77,8.0,0,2,2,0,0,0,0,0,0.0,9,1,0,0,0,0,0,1,0.038961039,0.0,0,0,0,2,0,0,0,1,10,2,2,5,2,9,5,9,5.7,5.0,5.777777778,3,0,0,0,4,1.0,0.0,0,0.0,0.0,0,0,100.0,0.0,0.0,100.0,0,1,0,0,52.0,4726.0,0.0,0,1,1,1
127,50.0,1,4,1,0,1,2,3,2,0.0,4,1,0,0,0,1,0,0,0.141732283,0.0,0,1,0,3,1,0,0,1,13,6,2,3,2,17,13,17,7.769230769,8.4,7.375,0,0,0,0,51,1.0,0.0,0,0.0,0.0,0,0,100.0,100.0,0.0,100.0,0,1,1,0,25.0,3993.0,5707171.0,0,1,0,1
40,22.0,0,2,0,0,0,0,0,0,0.0,4,1,0,0,0,0,0,0,0.125,0.181818182,0,0,0,2,0,0,0,1,4,1,2,8,2,9,9,6,6.25,8.5,4.0,1,0,0,0,116,0.879310345,0.120689655,0,0.214285714,0.071428571,0,1,87.09677419,83.33333333,16.66666667,0.0,0,0,0,0,333.0,6606.0,899.0,0,1,5,1
44,19.0,0,1,0,0,0,0,0,0,0.0,6,1,0,0,0,0,0,1,0.0,0.0,0,0,0,1,0,0,0,1,5,1,3,15,3,15,15,5,5.8,15.0,3.5,1,0,0,0,3,0.666666667,0.333333333,0,0.0,0.0,0,0,0.0,0.0,100.0,0.0,0,1,0,0,53.0,1407.0,0.0,0,1,0,1
38,31.0,0,2,0,0,0,0,0,0,0.0,2,1,0,0,0,0,0,1,0.0,0.0,0,0,0,2,0,0,1,1,2,0,8,8,0,18,18,0,13.0,13.0,0.0,0,1,0,0,14,0.071428571,0.928571429,0,0.846153846,0.615384615,0,1,0.0,0.0,0.0,14.28571429,0,1,0,0,374.0,7295.0,0.0,0,1,5,1
183,12.0,0,4,10,1,1,0,1,0,0.0,9,1,0,0,0,0,0,1,0.0,0.0,0,0,0,3,1,0,0,0,24,6,2,5,2,17,5,17,5.8,5.0,5.833333333,4,0,0,0,3,1.0,0.0,0,0.0,0.0,0,0,100.0,100.0,0.0,0.0,0,1,0,0,0.0,457.0,0.0,0,1,1,1
263,35.0,0,3,2,1,1,1,2,0,0.0,3,1,1,0,0,1,0,0,0.131367292,0.028571429,0,0,0,3,0,0,0,0,10,13,3,6,3,80,8,80,20.0,7.0,26.425999999999476,0,0,0,0,23,1.0,0.0,0,0.0,0.0,0,0,100.0,0.0,0.0,100.0,0,1,0,0,291.0,804.0,0.0,0,1,2,1
48,9.0,0,3,0,0,0,0,0,0,0.0,5,1,0,0,1,1,0,1,0.0,0.0,1,0,0,3,0,0,0,0,6,3,2,5,2,12,5,12,5.333333333,5.0,5.4,4,0,0,0,1,1.0,0.0,0,0.0,0.0,0,0,100.0,0.0,0.0,0.0,1,1,0,0,873.0,7528.0,0.0,0,1,0,1
63,9.0,0,1,5,0,0,0,0,0,0.0,5,1,0,0,0,0,0,1,0.0,0.0,0,0,0,1,1,1,0,2,8,0,2,5,2,9,5,9,5.5,5.0,5.571428571,0,0,0,0,38,0.947368421,0.052631579,0,0.0,0.0,0,0,92.85714286,75.0,25.0,100.0,0,0,0,0,96.0,2095.0,565103.0,0,1,4,0
45,16.0,0,2,1,0,0,0,0,0,0.0,5,1,0,0,1,0,0,1,0.0,0.0,0,0,0,2,1,0,0,1,5,3,3,3,3,9,8,9,5.8,5.5,6.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,313.0,418.0,0.0,0,1,2,0
70,49.0,1,5,2,0,0,0,0,0,0.0,4,1,0,0,0,0,0,0,0.242857143,0.346938776,0,0,1,3,0,0,1,0,9,3,1,1,2,14,14,5,5.555555556,6.666666667,3.333333333,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1,1,0,0,218.0,5626.0,0.0,0,1,5,1
24,15.0,0,2,0,0,0,0,0,0,0.0,3,1,0,0,1,0,0,0,0.0,0.0,0,0,0,2,0,0,0,0,2,3,3,3,0,7,7,0,5.0,5.0,0.0,0,0,0,0,321,0.99376947,0.00623053,0,0.0,0.0,0,0,60.0,100.0,0.0,100.0,0,1,1,0,1111.0,2175.0,57991.0,0,0,4,0
57,21.0,0,2,0,0,0,0,0,0,1.0,6,1,0,1,0,0,0,1,0.070175439,0.0,0,0,0,2,0,0,0,1,7,1,1,17,1,17,17,7,5.714285714,17.0,3.833333333,1,0,0,0,4,1.0,0.0,0,0.0,0.0,0,0,100.0,0.0,0.0,100.0,0,1,0,0,335.0,3318.0,0.0,1,1,0,1
34,21.0,0,3,0,0,0,0,0,0,0.0,3,1,0,0,0,0,0,1,0.176470588,0.285714286,0,0,0,3,0,0,0,0,4,1,2,2,5,7,7,5,5.0,5.0,5.0,1,0,0,0,11,0.0,1.0,2,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1,1,0,109.0,256.0,0.0,0,0,0,1
47,16.0,0,2,0,0,0,0,0,0,0.0,4,1,0,0,0,0,0,0,0.0,0.0,0,0,0,2,0,0,0,1,4,1,4,5,4,17,6,17,8.0,5.5,10.5,2,1,0,0,1,0.0,1.0,0,0.0,0.0,0,0,0.0,0.0,100.0,0.0,0,0,0,0,2974.0,8348.0,1.0,0,0,10,1
47,17.0,0,3,1,0,0,0,0,0,0.0,5,1,0,0,0,0,0,1,0.0,0.0,0,0,0,3,1,0,0,1,6,3,2,4,2,8,6,8,4.833333333,5.0,4.75,3,0,1,0,11,1.0,0.0,0,0.0,0.0,0,0,100.0,100.0,0.0,0.0,0,1,0,0,558.0,7378.0,746847.0,0,1,2,1
21,13.0,0,2,0,0,0,0,0,0,0.0,3,1,0,0,1,0,0,1,0.0,0.0,0,0,0,2,0,1,0,0,2,3,3,3,0,6,6,0,4.5,4.5,0.0,0,0,0,0,1,1.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,100.0,0,1,1,1,0.0,2389.0,5961020.0,0,1,2,0
43,14.0,0,1,0,0,1,0,1,0,0.0,3,1,0,0,0,0,0,1,0.093023256,0.0,0,0,0,1,0,0,0,1,4,0,3,10,3,12,10,12,7.25,10.0,6.333333333,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1,1,0,0,541.0,5302.0,0.0,0,1,0,1
69,20.0,0,2,1,0,0,0,0,0,0.0,6,1,0,0,0,0,0,1,0.0,0.0,0,0,0,2,1,0,0,0,7,1,3,6,3,15,9,15,7.428571429,7.5,7.4,1,0,0,0,72,0.277777778,0.7222222220000001,0,0.057692308,0.038461538,1,0,100.0,100.0,0.0,0.0,0,1,1,0,360.0,5.0,0.0,0,1,0,1
104,7.0,1,4,1,0,1,2,3,2,3.709999999999127,3,1,2,0,0,1,1,0,0.144230769,0.0,1,0,0,3,0,1,0,1,17,5,2,2,2,12,3,12,4.4117647060000005,2.5,4.5625,0,0,0,0,1,0.0,1.0,0,0.0,0.7536537800299961,1,0,0.0,0.0,0.0,0.0,1,1,0,0,333.0,-1.0,24.0,0,0,9,1
66,21.0,0,3,3,0,0,0,0,0,0.0,3,1,0,0,0,0,0,1,0.0,0.0,0,0,0,3,0,0,0,0,7,1,2,3,2,13,13,13,7.0,8.0,6.6,0,0,0,0,35,0.371428571,0.628571429,0,0.0,0.090909091,1,0,0.0,100.0,0.0,8.695652174,0,1,1,0,316.0,7354.0,1006585.0,0,0,5,0
105,28.0,0,2,2,0,0,0,0,0,0.0,7,1,0,0,1,0,0,1,0.0,0.0,0,0,0,2,0,0,0,0,8,3,3,3,7,20,20,17,10.75,11.5,10.5,0,0,0,0,65,0.953846154,0.046153846,0,0.666666667,0.0,0,0,100.0,66.66666667,33.33333333,50.0,0,1,1,0,141.0,7530.0,264522.0,0,0,5,0
42,33.0,0,3,0,0,0,0,0,0,0.0,3,1,0,0,1,0,0,0,0.0,0.0,0,0,0,3,0,1,0,0,3,3,3,3,0,17,17,0,8.666666667000001,8.666666667000001,0.0,0,0,1,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1,1,0,0,285.0,-1.0,4587375.0,0,1,0,1
42,34.0,0,2,0,0,0,0,0,0,0.0,3,1,0,0,0,0,0,1,0.0,0.0,0,0,0,2,0,0,1,0,2,2,8,8,0,21,21,0,14.5,14.5,0.0,0,1,0,0,62,0.435483871,0.564516129,3,0.314285714,0.085714286,0,1,38.0952381,0.0,100.0,76.19047619,0,1,1,0,371.0,7298.0,3638733.0,0,0,5,0
163,19.0,0,5,6,0,1,0,1,0,1.0,9,1,0,1,1,1,0,1,0.012269939,0.0,1,0,0,3,1,0,0,0,21,5,1,3,1,18,11,18,6.285714286,7.0,6.210526316,2,0,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1,1,0,0,365.0,2922.0,7947816.0,0,1,0,1
22,15.0,0,1,1,0,0,0,0,0,0.0,2,1,0,0,0,0,0,1,0.0,0.0,0,0,0,1,0,1,0,0,2,0,5,5,0,6,6,0,5.5,5.5,0.0,1,0,0,0,37,0.810810811,0.189189189,1,0.0,0.0,0,1,75.0,100.0,0.0,100.0,0,1,1,1,0.0,1737.0,141484.0,0,0,3,0
72,12.0,0,2,5,0,0,0,0,0,0.0,6,1,0,0,0,0,0,1,0.111111111,0.0,0,0,0,2,0,1,0,1,11,2,2,8,2,10,8,10,4.6363636360000005,8.0,4.3,1,0,0,0,34,0.6176470589999999,0.382352941,0,0.230769231,0.076923077,0,1,71.42857143,0.0,100.0,0.0,0,1,0,0,158.0,2033.0,0.0,0,0,4,0
118,42.0,1,4,0,0,1,2,3,2,0.0,4,1,0,0,0,1,0,1,0.186440678,0.0,0,1,0,3,0,0,0,1,12,3,2,3,2,17,13,17,7.833333333,8.75,7.375,0,0,0,0,51,1.0,0.0,0,0.0,0.0,0,0,100.0,100.0,0.0,100.0,0,1,1,0,25.0,3992.0,5697976.0,0,1,0,1
82,17.0,0,2,9,0,0,0,0,0,0.0,5,1,0,0,1,0,0,0,0.085365854,0.0,0,0,0,2,0,0,0,0,13,4,1,3,1,9,9,8,4.384615385,6.0,4.090909091,0,0,0,0,56,0.660714286,0.339285714,0,0.1578947369999999,0.315789474,0,1,81.81818182,75.0,25.0,21.05263158,0,1,1,0,3285.649999999987,5062.0,578.0,0,0,6,0
135,17.0,1,2,0,0,1,3,4,0,2.0,3,1,2,0,0,0,0,0,0.222222222,0.0,0,0,0,2,0,0,0,0,13,13,4,4,4,17,8,17,8.384615385,6.0,8.818181818,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,157.0,9339.0,21.0,0,0,5,1
45,16.0,0,2,0,0,0,0,0,1,0.0,4,1,0,0,0,0,0,0,0.0,0.0,0,0,0,2,0,0,0,0,5,0,2,2,4,9,9,8,5.8,5.5,6.0,0,1,0,0,683,0.960468521,0.039531479,0,0.4074074070000001,0.074074074,0,0,100.0,100.0,0.0,62.5,0,0,1,0,902.0,7133.0,12.0,0,0,7,0
49,14.0,0,3,2,0,0,0,0,0,0.0,4,1,0,0,1,0,0,1,0.0,0.0,0,0,0,3,0,1,0,1,6,5,3,3,3,8,4,8,5.166666667,3.5,6.0,0,1,0,0,146,0.623287671,0.376712329,2,0.054545455,0.072727273,0,1,12.5,98.57142857,1.428571429,93.33333333,0,0,1,0,53.0,7983.0,348.0,0,1,6,0
82,34.0,0,2,2,0,0,0,0,0,0.0,4,1,0,0,0,0,0,1,0.0,0.0,0,0,0,2,0,0,1,2,6,0,5,10,5,19,19,13,11.0,14.5,9.25,0,0,0,0,136,0.639705882,0.360294118,1,0.020408163,0.020408163,0,1,50.0,3.571428571,96.42857143,86.11111111,0,1,0,0,133.0,7615.0,2188.0,0,1,5,0
67,23.0,0,3,1,0,0,0,0,0,0.0,6,1,0,0,1,0,0,1,0.0,0.0,0,0,0,3,1,0,0,0,8,5,2,3,2,15,15,7,6.125,9.0,5.166666667,2,0,0,0,1,1.0,0.0,0,0.0,0.0,0,0,100.0,0.0,0.0,0.0,1,1,0,0,355.0,5123.0,0.0,0,1,2,1
68,23.0,1,3,0,0,1,0,0,0,0.0,4,1,0,0,1,0,0,1,0.132352941,0.0,0,0,0,3,0,0,0,0,6,5,3,3,3,21,16,21,8.833333332999999,9.5,8.5,1,0,0,0,42,1.0,0.0,0,0.0,0.0,0,0,100.0,100.0,0.0,100.0,0,1,1,0,298.0,1528.0,0.0,0,1,0,1
60,15.0,0,3,3,0,0,0,0,0,0.0,3,1,0,0,1,0,0,1,0.016666667,0.066666667,0,0,1,3,0,0,0,2,7,3,4,4,4,10,6,10,6.142857143,5.0,6.6,0,0,0,0,117,0.982905983,0.017094017,0,0.0,0.0,0,0,88.88888889,100.0,0.0,95.0,0,0,0,0,1916.0,8970.0,10654.0,0,1,5,0
92,16.0,0,2,6,0,0,0,0,0,0.0,6,1,0,0,1,0,0,1,0.0,0.0,0,0,0,2,0,0,0,3,12,3,2,3,2,13,8,13,5.833333333,5.5,5.9,0,1,0,0,377,0.986737401,0.013262599,0,0.2,0.2,0,0,100.0,100.0,0.0,91.80327869,0,0,0,0,668.0,10676.71,2772.0,0,1,6,0
23,15.0,0,2,1,0,0,0,0,0,0.0,3,1,0,0,1,0,0,1,0.0,0.0,0,0,0,2,1,0,0,0,3,3,3,3,0,4,3,0,3.0,3.0,0.0,0,0,0,0,22,0.8636363640000001,0.1363636359999999,0,0.0,0.333333333,0,0,100.0,66.66666667,33.33333333,0.0,0,0,0,0,1719.0,5220.0,673432.0,0,0,3,0
148,21.0,0,6,1,1,1,0,1,0,0.0,10,1,0,0,0,1,0,0,0.0,0.0,1,0,0,3,1,0,0,1,18,1,2,17,2,17,17,17,6.6111111110000005,17.0,6.0,2,0,0,0,4,1.0,0.0,0,0.0,0.0,0,0,100.0,0.0,0.0,100.0,0,1,0,0,176.0,2015.0,5348830.0,0,1,1,1
24,15.0,0,2,0,0,0,0,0,0,0.0,3,1,0,0,1,0,0,0,0.0,0.0,0,0,0,2,0,0,0,0,2,3,3,3,0,7,7,0,5.0,5.0,0.0,0,0,0,0,106,0.943396226,0.056603774,0,0.166666667,0.0,0,0,50.0,100.0,0.0,88.46153846,0,0,1,0,30.0,8594.0,5556103.0,0,0,4,0
52,16.0,0,2,1,0,0,0,0,0,0.0,4,1,0,0,0,0,0,1,0.192307692,0.0,0,0,0,2,0,0,0,0,5,1,3,4,3,13,8,13,7.6,6.0,8.666666667000001,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1,1,0,1,0.0,559.0,0.0,0,1,1,1
41,32.0,0,2,1,0,0,0,0,0,0.0,3,1,0,0,0,0,0,0,0.0,0.0,0,0,0,2,1,0,0,0,3,0,2,2,0,13,13,0,8.666666667000001,8.666666667000001,0.0,0,0,0,0,1,0.0,1.0,0,0.0,0.0,0,0,0.0,0.0,100.0,0.0,1,1,0,0,948.0,7087.0,0.0,0,1,3,1
25,10.0,0,2,0,0,0,0,0,0,0.0,3,1,0,0,0,0,0,1,0.16,0.4,0,0,1,2,0,0,0,1,2,3,4,4,7,7,4,7,5.5,4.0,7.0,0,0,0,0,131,0.992366412,0.007633588,0,0.0,0.0,0,0,100.0,100.0,0.0,85.71428571,0,1,1,0,1049.0,4429.0,0.0,0,0,0,1
52,26.0,0,4,0,0,0,0,0,0,0.0,4,1,0,0,0,0,0,1,0.0,0.0,0,0,0,3,0,1,0,2,6,0,3,5,3,10,9,10,6.0,6.666666667,5.333333333,0,0,0,0,70,0.828571429,0.171428571,0,0.583333333,0.0,1,1,66.66666667,100.0,0.0,30.76923077,0,1,1,0,1430.0,8986.0,3248.0,0,1,6,0
28,11.0,0,1,0,0,0,0,0,0,0.0,3,1,0,0,0,0,0,0,0.035714286,0.0,0,0,0,1,0,0,1,1,2,1,7,7,8,8,7,8,7.5,7.0,8.0,0,0,0,0,5,0.8,0.2,0,0.0,0.0,0,0,100.0,0.0,100.0,0.0,0,0,0,0,3109.0,6753.0,2305.0,0,1,8,1
77,23.0,1,1,0,0,0,0,0,0,0.0,5,1,0,0,0,0,0,1,0.285714286,0.0,0,0,0,1,0,0,0,1,4,1,2,19,2,32,19,32,15.75,19.0,14.66666667,0,0,0,0,30,0.966666667,0.033333333,0,0.0,0.0,0,0,100.0,80.0,20.0,100.0,0,1,0,0,87.0,5756.0,0.0,0,1,2,1
62,14.0,0,2,2,0,0,0,0,0,0.0,7,1,0,0,0,0,0,1,0.0,0.0,0,0,0,2,1,1,0,1,8,0,2,3,2,8,7,8,5.5,5.0,5.666666667,4,0,0,0,10,0.0,1.0,2,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1,0,0,60.0,3228.0,0.0,0,1,2,1
73,15.0,0,3,0,0,0,0,0,2,0.0,5,1,0,0,1,0,0,0,0.0,0.0,0,0,0,3,0,0,1,0,8,3,3,3,3,10,7,10,6.75,5.0,7.333333333,0,0,0,0,43,0.976744186,0.023255814,0,0.0,0.0,0,0,100.0,100.0,0.0,0.0,0,1,0,0,2887.0,7339.0,48563.0,0,0,5,0
106,22.0,1,3,2,0,0,0,0,0,0.0,8,1,0,0,0,0,0,1,0.150943396,0.0,0,0,0,3,1,0,0,0,10,1,2,15,2,32,15,32,8.3,15.0,7.555555556,4,0,0,0,4,0.75,0.25,0,0.0,0.0,0,0,0.0,66.66666667,33.33333333,0.0,0,1,0,1,0.0,-1.0,0.0,0,1,0,1
43,35.0,0,2,0,0,0,0,0,0,0.0,3,1,0,0,0,0,0,1,0.0,0.0,0,0,0,2,0,0,1,0,2,3,9,9,0,21,21,0,15.0,15.0,0.0,0,0,0,0,35,0.7428571429999999,0.257142857,1,0.0,0.0,0,1,72.0,0.0,0.0,0.0,0,1,1,0,50.0,7621.0,56198.0,0,0,6,1
39,30.0,0,2,0,0,0,0,0,0,0.0,3,1,0,0,1,0,0,0,0.0,0.0,0,0,0,2,0,0,0,0,2,3,3,3,0,23,23,0,13.0,13.0,0.0,0,0,0,0,122,0.827868852,0.172131148,0,0.476190476,0.0,0,0,100.0,100.0,0.0,22.22222222,0,0,1,0,0.0,-1.0,1442242.0,0,0,3,0
28,20.0,0,2,0,0,0,0,0,0,0.0,2,1,0,0,1,0,0,0,0.0,0.0,0,0,0,2,0,0,0,0,2,3,3,3,0,13,13,0,8.0,8.0,0.0,0,0,0,0,13,0.692307692,0.307692308,1,0.0,0.0,0,1,66.66666667,0.0,0.0,80.0,0,0,0,0,0.0,-1.0,0.0,0,0,0,0
68,15.0,0,3,0,0,0,0,0,0,0.0,5,1,0,0,1,0,0,1,0.0,0.0,0,0,0,3,0,0,0,1,6,5,3,3,4,22,7,22,8.666666667000001,5.0,10.5,0,0,0,0,49,0.7551020409999999,0.244897959,3,0.333333333,0.0,0,1,62.5,0.0,100.0,93.33333333,0,1,0,0,127.0,3526.0,24047.0,0,0,5,0
45,37.0,0,5,0,0,0,0,0,0,0.0,3,1,0,0,1,1,0,1,0.066666667,0.081081081,0,1,0,3,0,1,0,1,5,5,3,3,0,9,9,0,5.8,5.8,0.0,0,0,0,2,29,0.24137931,0.75862069,0,0.1363636359999999,0.1363636359999999,0,0,66.66666667,0.0,0.0,4.545454545,0,1,1,0,277.0,88.0,9390428.02999997,0,1,0,1
38,30.0,0,3,0,0,0,0,0,0,0.0,3,1,0,0,0,0,0,1,0.0,0.0,0,0,0,3,0,0,0,0,3,0,5,5,0,10,10,0,8.0,8.0,0.0,1,0,0,0,1,1.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,290.0,1901.0,0.0,0,1,0,1
87,13.0,0,5,0,0,0,0,0,0,0.0,7,1,0,0,0,0,0,1,0.022988506,0.0,1,0,0,3,0,0,0,0,10,1,3,9,3,10,9,10,6.7,9.0,6.444444444,0,0,0,0,107,0.7570093459999999,0.242990654,0,1.0,0.0,1,1,97.22222222,100.0,0.0,48.14814815,0,1,1,0,159.0,1302.0,0.0,0,1,0,1
29,20.0,0,2,0,0,0,0,0,0,0.0,3,1,0,0,0,0,0,0,0.0,0.0,0,0,0,2,0,0,0,0,1,0,12,14,0,14,14,0,14.0,14.0,0.0,0,0,0,0,46,0.391304348,0.608695652,1,0.464285714,0.071428571,0,1,80.0,0.0,0.0,14.81481481,0,1,1,0,220.0,3798.0,2373127.0,0,0,3,0
29,13.0,0,2,0,0,0,0,0,0,0.0,4,1,0,0,1,0,0,0,0.0,0.0,0,0,0,2,0,0,0,0,4,3,2,3,2,6,6,4,3.75,4.5,3.0,0,0,0,0,79,0.987341772,0.012658228,0,1.0,0.0,0,0,100.0,100.0,0.0,0.0,0,1,0,0,272.0,5936.0,1174408.0,0,1,3,0
48,22.0,0,2,0,0,0,0,0,0,0.0,5,1,0,0,1,0,0,1,0.0625,0.1363636359999999,0,0,0,2,0,0,0,0,5,3,3,3,4,14,14,6,6.6,8.5,5.333333333,0,0,0,0,189,0.989417989,0.010582011,0,0.5,0.0,0,0,83.33333333,100.0,0.0,85.71428571,0,1,1,0,520.0,7881.0,436856.0,0,0,5,0
41,13.0,0,3,0,0,0,0,0,0,0.0,4,1,0,0,1,0,0,1,0.0,0.0,0,0,0,3,0,0,1,0,5,4,3,3,4,10,5,10,5.2,4.0,6.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,362.0,-1.0,2758579.0,0,0,3,0
44,27.0,0,4,0,0,0,0,0,0,0.0,4,1,0,0,0,0,0,1,0.0,0.0,0,0,0,3,0,0,0,1,5,1,3,3,8,8,8,8,5.6,5.0,8.0,0,0,0,0,99,1.0,0.0,0,0.0,0.0,0,0,100.0,100.0,0.0,100.0,0,1,0,0,0.0,10676.71,3016.0,0,0,6,0
93,27.0,0,4,0,0,0,0,0,0,0.0,6,1,0,0,1,1,0,1,0.0,0.0,1,0,0,3,0,0,0,1,8,3,3,3,6,21,9,21,9.375,7.0,10.8,1,0,0,0,5,1.0,0.0,0,0.0,0.0,0,0,100.0,0.0,0.0,0.0,0,1,0,0,101.0,630.0,0.0,0,1,0,1
23,16.0,0,1,0,0,0,0,0,0,0.0,2,1,0,0,0,0,0,1,0.0,0.0,0,0,0,1,0,0,0,2,1,1,12,12,0,12,12,0,12.0,12.0,0.0,0,0,0,0,55,0.763636364,0.236363636,1,0.076923077,0.076923077,0,1,77.77777778,100.0,0.0,22.22222222,0,1,1,0,0.0,-1.0,1144129.0,0,0,4,0
23,16.0,0,2,1,0,0,0,0,0,0.0,2,1,0,0,0,0,0,1,0.0,0.0,0,0,0,2,0,0,0,1,3,0,1,1,0,5,5,0,3.666666667,3.666666667,0.0,0,0,0,0,196,0.984693878,0.015306122,0,1.0,0.0,0,0,100.0,95.45454545,4.545454545,33.33333333,0,1,1,0,159.0,7533.0,333891.0,0,0,5,0
58,22.0,0,2,2,0,0,0,0,0,0.0,4,1,0,0,0,0,0,1,0.0,0.0,0,0,0,2,0,0,0,1,6,1,3,7,3,10,10,8,7.0,8.5,6.25,0,0,0,0,34,0.8235294120000001,0.176470588,0,0.333333333,0.333333333,0,0,0.0,100.0,0.0,75.0,0,1,1,0,376.0,6929.0,437567.0,0,0,2,0
57,23.0,0,2,1,0,0,0,0,0,1.0,4,1,0,1,1,0,0,0,0.035087719,0.0,0,0,0,2,1,0,0,0,6,5,3,3,5,10,7,10,6.666666667,5.666666667,7.666666667,0,0,0,0,247,0.777327935,0.222672065,0,0.272727273,0.290909091,0,1,31.25,100.0,0.0,31.57894737,0,0,0,0,197.0,7839.0,607.0,0,1,6,0
27,19.0,0,2,0,0,0,0,0,0,0.0,3,1,0,0,1,0,0,1,0.0,0.0,0,0,0,2,0,0,0,1,2,3,3,3,0,11,11,0,7.0,7.0,0.0,0,0,0,0,33,0.363636364,0.636363636,2,0.380952381,0.047619048,0,1,50.0,40.0,60.0,74.35897436,0,0,0,0,349.0,4764.0,199026.0,0,0,4,0
40,32.0,0,2,1,0,0,0,0,0,0.0,3,1,0,0,0,0,0,1,0.05,0.0625,0,0,0,2,1,0,0,0,3,0,6,6,0,15,15,0,9.0,9.0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1,1,0,0,279.0,86.0,0.0,0,1,0,1
